"","T","TF","MeanDecreaseAccuracy","MeanDecreaseGini","features"
"164",0,0,0,0,"OTU_1059"
"165",0,0,0,0.00191808191808192,"OTU_220"
"166",0,0,0,0,"OTU_157"
"167",0,0,0,0.00924293098206142,"OTU_237"
"168",0,0,0,0.011981062415845,"OTU_162"
"169",0,0.000374625374625375,0.000297321725893154,0.0217397417397417,"OTU_154"
"170",0,0,0,0,"OTU_106"
"171",0,0,0,0,"OTU_485"
"172",0,0.000111000111000111,7.68462306923845e-05,0.014509806880929,"OTU_93"
"173",0,0.0001998001998002,0.000181636545272909,0.0176107982926165,"OTU_820"
"174",0,0.000224775224775225,0.00015460729746444,0.014027639027639,"OTU_185"
"175",0,0,0,0,"OTU_231"
"176",0,0,0,0.00191475191475192,"OTU_76"
"177",0,0,0,0,"OTU_205"
"178",0,0.000222000222000222,0.000153692461384769,0.0249814939750005,"OTU_59"
"179",0,0,0,0.00190285904571619,"OTU_227"
"180",-6.66000666000666e-05,0,-4.26923503846581e-05,0.00641782459964278,"OTU_72"
"181",-0.000142714428428714,0,-7.13572142143571e-05,0.0044955044955045,"OTU_34"
"182",-0.00014985014985015,0.000357218539036721,0.000161011150022139,0.0324528525827227,"OTU_57"
"183",-0.000166500166500167,0.000428143285286142,0.000274725274725275,0.0142357642357642,"OTU_207"
"184",-0.000166500166500167,0.000421800421800422,0.000412175237350063,0.0312475985552909,"OTU_212"
"185",-0.00024975024975025,0,-9.99000999000999e-05,0.0047952047952048,"OTU_68"
"186",-0.00024975024975025,1.78393035535893e-05,-8.32500832500833e-05,0.0158477741594625,"OTU_65"
"187",-0.00024975024975025,-0.000142714428428714,-0.000225964511678797,0.0161596645113129,"OTU_189"
"188",-0.000333000333000333,9.99000999000999e-05,5.48901647802748e-06,0.0202201754282054,"OTU_36"
"189",-0.000333000333000333,-0.000142714428428714,-0.000160096313942468,0.00758856528087297,"OTU_289"
"190",-0.000333000333000333,0,-0.000111000111000111,0.00133200133200133,"OTU_41"
"191",-0.000333000333000333,0.000333000333000333,0.000122100122100122,0.00917415917415918,"OTU_117"
"192",-0.000333000333000333,0.00024975024975025,3.40568522386704e-05,0.00260691689263118,"OTU_120"
"193",-0.000333000333000333,9.99000999000999e-05,3.1592339284647e-05,0.0240322174539273,"OTU_14"
"194",-0.0003996003996004,0,-0.0001998001998002,0.00133200133200133,"OTU_7"
"195",-0.0003996003996004,0,-0.0001998001998002,0.00490418672236854,"OTU_135"
"196",-0.0004995004995005,0.00024975024975025,0,0.00363372890845418,"OTU_10"
"197",-0.0004995004995005,0,-7.13572142143571e-05,0.00599371642849904,"OTU_103"
"198",-0.0004995004995005,0,-8.32500832500833e-05,0.0017982017982018,"OTU_654"
"199",-0.0004995004995005,0,-8.32500832500833e-05,0.0014985014985015,"OTU_60"
"200",-0.0004995004995005,0.000361939647653933,0.000155933809779964,0.056975801975802,"OTU_116"
"201",-0.000582750582750583,0.000201818383636565,-1.37779858059578e-05,0.00806466261011716,"OTU_1063"
"202",-0.000666000666000666,-0.000111000111000111,-0.00024975024975025,0.0204282896590589,"OTU_1844"
"203",-0.000749250749250749,0,-0.000244510734021224,0.00634430504560375,"OTU_33"
"204",-0.000799200799200799,0,-0.000363273090545818,0.00626646081191536,"OTU_49"
"205",-0.000832500832500832,-0.0001998001998002,-0.000368678940107512,0.00825040760105696,"OTU_26"
"206",-0.000999000999000999,0.0001998001998002,0,0.00184430953661723,"OTU_305"
"207",-0.000999000999000999,-0.000111000111000111,-0.000230538692077154,0.0108607052288371,"OTU_20"
